,HotelAddress,HotelDetailedFacilities,HotelGeoCoordinates,HotelName,HotelPopularFacilities,HotelPrices,HotelReviewScore,HotelReviewText,HotelReviews,HotelSince,HotelStars,URL
0,"Pelmadulla-Embilipitiya-Nonagama Highway, 70070 Embilipitiya, Sri Lanka","{'Pets': ['Pets are not allowed.'], 'Internet': ['No internet access available.'], 'Parking': ['No parking available.'], 'General': ['Fan', 'Non-smoking Rooms', 'Air conditioning']}","80.8011130195266,6.3608023834269,80.8373343804736,6.3967332165731",Nivahana Holiday Resort,[],"['3,240']",,,,"Nivahana Holiday Resort has been welcoming Booking.com guests since Aug 30, 2017",,"https://www.booking.com/hotel/lk/nivahana-holiday-resort-ratnapura.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=265940201_105617929_2_0_0&all_sr_blocks=265940201_105617929_2_0_0&room1=A,A&hpos=42&hapos=842&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX842&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=44.0#hotelTmpl"
1,"No:9/A, Ayurveda hospital rd, Beliatta. No:9/A., 82400 Beliatta, Sri Lanka","{'Bathroom': ['Toilet paper', 'Linens', 'Towels', 'Bathtub or shower', 'Private bathroom', 'Toilet', 'Free toiletries', 'Shower'], 'View': ['Garden view', 'View'], 'Outdoors': ['Outdoor dining area', 'Outdoor furniture', 'Barbecue', 'BBQ Facilities\n\n(additional charge)'], 'Kitchen': ['Dining table', 'Kitchenware', 'Electric kettle', 'Refrigerator'], 'Health & Wellness Facilities': ['Massage\n\n(additional charge)', 'Spa\n\n(additional charge)'], 'Pets': ['Free!\nPets are allowed. No extra charges.'], 'Activities': ['Water Sports Facilities (on site)\n\n(additional charge)', 'Hiking', 'Fishing'], 'Living Area': ['Dining area'], 'Media & Technology': ['Telephone'], 'Food & Drink': ['Restaurant', 'Tea/Coffee maker'], 'Internet': ['Free!\nWiFi is available in all areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).'], 'Front Desk Services': ['Baggage Storage', '24-Hour Front Desk'], 'Entertainment & Family Services': ['Board games/puzzles'], 'Cleaning Services': ['Daily Housekeeping', 'Shoeshine'], 'Business Facilities': ['Meeting/Banquet Facilities'], 'General': ['Grocery Deliveries\n\n(additional charge)', 'Airport Shuttle (additional charge)', 'Air Conditioning', 'Wake-up service', 'Family Rooms', 'Non-smoking Rooms']}","80.7158146934998,6.0301915834269,80.7520133065002,6.0661224165731",Green Villa,"['Tea/Coffee Maker in All Rooms', 'Tea/Coffee Maker in All Rooms']","['2,592', '1,782', '2,754', '1,944', '3,240', '4,050', '4,859', '2,430', '3,564', '4,373', '5,183', '2,754']",7.5,Cleanliness,1 review,"Green Villa has been welcoming Booking.com guests since May 30, 2018",3-star hotel,"https://www.booking.com/hotel/lk/green-villa-beliatta.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=345527504_117210589_2_0_0&all_sr_blocks=345527504_117210589_2_0_0&room1=A,A&hpos=43&hapos=843&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX843&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=44.0#hotelTmpl"
2,"Seenimodara, Tangalle, 82200 Tangalle, Sri Lanka","{'Bathroom': ['Toilet paper', 'Towels', 'Bidet', 'Bathtub or shower', 'Private bathroom', 'Bathtub', 'Shower'], 'View': ['View'], 'Outdoors': ['BBQ Facilities', 'Garden'], 'Kitchen': ['Dining table'], 'Health & Wellness Facilities': ['Spa Lounge/Relaxation Area', 'Spa Facilities'], 'Accessibility': ['Entire unit located on ground floor'], 'Pets': ['Free!\nPets are allowed. No extra charges.'], 'Living Area': ['Dining area'], 'Internet': ['Free!\nWiFi is available in all areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Street Parking', 'Secured Parking'], 'Services': ['Grocery Deliveries', 'Shared Lounge/TV Area', 'Baggage Storage'], 'General': ['Air Conditioning\n\n(additional charge)', 'All Spaces Non-Smoking (public and private)', 'Mosquito net', 'Private entrance', 'Fan', 'Family Rooms', 'Iron']}","80.7220958008879,5.99269281476752,80.7765161991119,6.00708518523248",Villageside Home stay,"['Free Parking', 'Free WiFi', 'Family Rooms', 'Free Parking', 'Free WiFi', 'Family Rooms']","['2,592']",8.6,,,"Villageside Home stay has been welcoming Booking.com guests since Sept 22, 2017",,"https://www.booking.com/hotel/lk/villageside-home-stay.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=270032401_106111615_2_0_0&all_sr_blocks=270032401_106111615_2_0_0&room1=A,A&hpos=44&hapos=844&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX844&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=43.7#hotelTmpl"
3,"Katagamuwa Entrance Kataragama, 82600 Kataragama, Sri Lanka","{'Miscellaneous': ['All Spaces Non-Smoking (public and private)', 'Family Rooms', 'Non-smoking Rooms'], 'Bathroom': ['Toilet paper', 'Towels', 'Towels/Sheets (extra fee)', 'Private bathroom', 'Toilet'], 'Outdoors': ['Barbecue', 'BBQ Facilities\n\n(additional charge)', 'Garden'], 'Kitchen': ['High chair', 'Dining table'], 'Room Amenities': ['Tile/Marble floor', 'Private entrance', 'Fan', 'Air conditioning'], 'Outdoor & View': ['Landmark view', 'Garden view', 'Lake view', 'View'], 'Services & Extras': ['Wake-up service'], 'Accessibility': ['Lower Sink'], 'Pets': ['Free!\nPets are allowed on request. No extra charges.'], 'Activities': ['Hiking\n\nOff-site', 'Fishing'], 'Living Area': ['Dining area'], 'Media & Technology': ['Flat-screen TV', 'TV'], 'Food & Drink': ['Grocery Deliveries'], 'Internet': ['Free!\nWiFi is available in all areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Secured Parking'], 'Transportation': ['Airport Shuttle (additional charge)', 'Bikes Available (free)', 'Car Rental', 'Bicycle Rental (additional charge)'], 'Cleaning Services': ['Daily Housekeeping', 'Shoeshine\n\n(additional charge)', 'Ironing Service\n\n(additional charge)', 'Dry Cleaning\n\n(additional charge)', 'Laundry\n\n(additional charge)'], 'Languages Spoken': ['English', 'Greek']}","81.3648299704736,6.3988635834269,81.4010540295264,6.4347944165731",Yala Leopard Villa,"['Airport Shuttle', 'Free Parking', 'Pet Friendly', 'Family Rooms', 'Free WiFi', 'Airport Shuttle', 'Free Parking', 'Pet Friendly', 'Family Rooms', 'Free WiFi']","['48,594', '137,683']",,,,"Yala Leopard Villa has been welcoming Booking.com guests since Aug 15, 2017",,"https://www.booking.com/hotel/lk/yala-leopard-villa.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=262129904_105319008_4_0_0&all_sr_blocks=262129904_105319008_4_0_0&room1=A,A&hpos=45&hapos=845&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX845&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=43.3#hotelTmpl"
4,"Sanath Wimalathunga Road Ekamuthugama,Near the Nataional park Entrance., 70190 Udawalawe, Sri Lanka","{'Bathroom': ['Towels', 'Shower'], 'View': ['View'], 'Outdoors': ['Outdoor furniture', 'Patio', 'Terrace', 'Garden'], 'Kitchen': ['Dining table'], 'Accessibility': ['Toilet With Grab Rails'], 'Pets': ['Pets are not allowed.'], 'Living Area': ['Sitting area'], 'Food & Drink': ['Restaurant'], 'Internet': ['Free!\nWiFi is available in public areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)'], 'Services': ['Daily Housekeeping', 'Hair/Beauty Salon', 'Airport Shuttle', '24-Hour Front Desk'], 'General': ['Mosquito net', 'Tile/Marble floor', 'Fan', 'Family Rooms', 'Newspapers']}","80.8003959059715,6.39416977865838,80.9746590256691,6.47585845799624",Rathna Safari House,"['Airport Shuttle', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Restaurant', 'Breakfast', 'Airport Shuttle', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Restaurant', 'Breakfast']","['3,240']",9.0,,,"Rathna Safari House has been welcoming Booking.com guests since Dec 12, 2017",,"https://www.booking.com/hotel/lk/rathna-safari-house.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=291185601_109070299_4_2_0&all_sr_blocks=291185601_109070299_4_2_0&room1=A,A&hpos=46&hapos=846&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX846&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=43.3#hotelTmpl"
5,"W.M.Buddika Anurasiri N.O.395. Ekamuthugama, Sewnagala., 70190 Udawalawe, Sri Lanka","{'Bathroom': ['Walk-in Shower', 'Toilet paper', 'Towels', 'Bidet', 'Towels/Sheets (extra fee)', 'Guest bathroom', 'Private bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower'], 'Bedroom': ['Wardrobe/Closet'], 'View': ['Garden view'], 'Outdoors': ['Outdoor Furniture', 'Outdoor dining area', 'Outdoor furniture', 'Terrace', 'Garden'], 'Kitchen': ['Electric kettle'], 'Room Amenities': ['Fold-up bed'], 'Pets': ['Pets are not allowed.'], 'Accessibility': ['Lower Sink', 'Entire unit wheelchair accessible', 'Entire unit located on ground floor'], 'Activities': ['Walking Tours'], 'Living Area': ['Sitting area'], 'Food & Drink': ['Bottle of Water', ""Kids' Meals\n\n(additional charge)"", 'Breakfast in the Room', 'Tea/Coffee maker'], 'Internet': ['No internet access available.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Secured Parking'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)'], 'Front Desk Services': ['Private Check-in/Check-out', 'Baggage Storage', 'Tour Desk'], 'Cleaning Services': ['Daily Housekeeping'], 'General': ['Shuttle Service', 'Airport Shuttle (additional charge)', 'Airport Shuttle (free)', 'Shuttle Service (additional charge)', 'Air Conditioning', 'Tile/Marble floor', 'Private entrance', 'Packed Lunches', 'Fan', 'Non-smoking Rooms', 'Room Service']}","80.8103249408305,6.43427639290474,80.9707690591695,6.43701360709526",Buddika Safari & Resort,"['Free Parking', 'Tea/Coffee Maker in All Rooms', 'Breakfast', 'Free Parking', 'Tea/Coffee Maker in All Rooms', 'Breakfast']","['5,669', '6,479']",8.1,,,"Buddika Safari & Resort has been welcoming Booking.com guests since Dec 22, 2015",,"https://www.booking.com/hotel/lk/buddika-safari-amp-resort.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=160752101_122631344_2_1_0&all_sr_blocks=160752101_122631344_2_1_0&room1=A,A&hpos=47&hapos=847&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX847&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=43.2#hotelTmpl"
6,"Walawegama Road 2066 1/2, Ekamuthugama, Usweliara, 70190 Udawalawe, Sri Lanka","{'Bathroom': ['Walk-in Shower', 'Toilet paper', 'Linens', 'Towels', 'Bathtub or shower', 'Private bathroom', 'Toilet', 'Free toiletries', 'Bathtub', 'Shower'], 'Bedroom': ['Extra long beds (> 6.5 ft)'], 'View': ['Landmark view', 'View'], 'Outdoors': ['Outdoor Furniture', 'Outdoor furniture', 'Sun Deck', 'Private pool', 'BBQ Facilities\n\n(additional charge)', 'Patio', 'Balcony', 'Terrace', 'Garden'], 'Kitchen': ['Cleaning products'], 'Room Amenities': ['Drying rack for clothing'], 'Pool and Spa': ['Swimming Pool', ""Kids' Pool"", 'Fence Around Pool', 'Beach Chairs/Loungers', 'Shallow End', 'Pool Towels', 'Plunge Pool', 'Infinity Pool', 'Outdoor Pool (all year)', 'Outdoor Pool'], 'Services & Extras': ['Tickets to Attractions or Shows\n\n(additional charge)'], 'Pets': ['Pets are not allowed.'], 'Accessibility': ['Roll-in Shower', 'Entire unit wheelchair accessible', 'Entire unit located on ground floor'], 'Activities': ['Hiking\n\nOff-site', 'Bicycle Rental (additional charge)'], 'Living Area': ['Sitting area'], 'Media & Technology': ['Flat-screen TV', 'Cable channels', 'Satellite channels', 'TV'], 'Food & Drink': ['Fruit\n\n(additional charge)', 'Bottle of Water\n\n(additional charge)', 'Restaurant', 'Very Good Coffee!'], 'Internet': ['Free!\nWiFi is available in all areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Secured Parking'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)'], 'Front Desk Services': ['Ticket Service', 'Tour Desk', '24-Hour Front Desk'], 'Cleaning Services': ['Daily Housekeeping'], 'General': ['Shuttle Service', 'Airport Shuttle (additional charge)', 'Shuttle Service (additional charge)', 'Air Conditioning', 'Mosquito net', 'Wake-up service', 'Hardwood/Parquet floors', 'Tile/Marble floor', 'Soundproof', 'Private entrance', 'Packed Lunches', 'Fan', 'Family Rooms', 'Non-smoking Rooms']}","80.8020561933517,6.40519659795731,80.9100419282913,6.44424855384177",Jungle Paradise,"['Swimming Pool', 'Airport Shuttle', 'Non-smoking Rooms', 'Free Parking', 'Outdoor Pool', 'Free WiFi', 'Exceptional Breakfast', 'Swimming Pool', 'Airport Shuttle', 'Non-smoking Rooms', 'Free Parking', 'Outdoor Pool', 'Free WiFi', 'Exceptional Breakfast']","['9,432', '11,005']",9.5,Exceptional,69 reviews,"Jungle Paradise has been welcoming Booking.com guests since Mar 8, 2018",,"https://www.booking.com/hotel/lk/jungle-paradise.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=320251903_115688609_2_41_0&all_sr_blocks=320251903_115688609_2_41_0&room1=A,A&hpos=48&hapos=848&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX848&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=44.6#hotelTmpl"
7,"2036/4 Walawegama, 70190 Udawalawe, Sri Lanka","{'Bathroom': ['Toilet paper', 'Linens', 'Towels', 'Bidet', 'Towels/Sheets (extra fee)', 'Bathtub or shower', 'Slippers', 'Private bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower'], 'Bedroom': ['Wardrobe/Closet', 'Extra long beds (> 6.5 ft)'], 'View': ['River view', 'Landmark view', 'Mountain view', 'Garden view', 'Lake view', 'View'], 'Outdoors': ['Outdoor Furniture', 'Outdoor dining area', 'Outdoor furniture', 'Sun Deck', 'Barbecue', 'BBQ Facilities\n\n(additional charge)', 'Balcony', 'Terrace', 'Garden'], 'Kitchen': ['Dining table', 'Electric kettle', 'Washing machine', 'Refrigerator'], 'Health & Wellness Facilities': ['Open-air Bath'], 'Pets': ['Pets are not allowed.'], 'Accessibility': ['Emergency Cord in Bathroom', 'Lower Sink'], 'Activities': ['Badminton Equipment', 'Hiking\n\nOff-site'], 'Living Area': ['Dining area', 'Sitting area'], 'Media & Technology': ['Flat-screen TV', 'Cable channels', 'Satellite channels', 'TV'], 'Food & Drink': ['Fruit\n\n(additional charge)', 'Bottle of Water\n\n(additional charge)', ""Kids' Meals\n\n(additional charge)"", 'Special Diet Meals (upon request)', 'Snack Bar', 'Restaurant', 'Tea/Coffee maker', 'Good Coffee!'], 'Internet': ['Free!\nWiFi is available in the hotel rooms and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Accessible Parking', 'Secured Parking'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)'], 'Front Desk Services': ['Private Check-in/Check-out', 'Tour Desk', 'Currency Exchange', 'Express Check-in/Check-out', '24-Hour Front Desk'], 'Entertainment & Family Services': [""Kids' TV Networks"", 'Indoor Play Area', 'Books, DVDs, Music for Kids', 'Board games/puzzles', 'Child safety socket covers'], 'Cleaning Services': ['Daily Housekeeping', 'Ironing Service\n\n(additional charge)', 'Laundry\n\n(additional charge)'], 'General': ['Shuttle Service', 'Grocery Deliveries', 'Airport Shuttle (additional charge)', 'Shuttle Service (additional charge)', 'Air Conditioning', 'Mosquito net', 'Wake-up service', 'Tile/Marble floor', 'Soundproof', 'Private entrance', 'Car Rental', 'Packed Lunches', 'Fan', 'Family Rooms', 'Ironing facilities', 'Iron', 'Newspapers', 'Room Service']}","80.8020561933517,6.39542128332534,80.8894683793188,6.43831646433506",Eliyanth Udawalawe,"['Airport Shuttle', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Very Good Breakfast', 'Airport Shuttle', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Restaurant', 'Tea/Coffee Maker in All Rooms', 'Very Good Breakfast']","['14,287', '15,874']",9.1,Wonderful,584 reviews,"Eliyanth Udawalawe has been welcoming Booking.com guests since Jul 25, 2016",,"https://www.booking.com/hotel/lk/eliyanth-udawalawe.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=188006702_122675662_3_1_0&all_sr_blocks=188006702_122675662_3_1_0&room1=A,A&hpos=49&hapos=849&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX849&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=44.8#hotelTmpl"
8,"Walawegama Udawalawa, 70000 Udawalawe, Sri Lanka","{'Bathroom': ['Towels', 'Towels/Sheets (extra fee)', 'Bathtub or shower', 'Private bathroom', 'Toilet', 'Free toiletries', 'Shower'], 'View': ['River view', 'Garden view', 'Lake view', 'View'], 'Outdoors': ['Outdoor dining area', 'Outdoor furniture', 'BBQ Facilities\n\n(additional charge)', 'Balcony', 'Terrace', 'Garden'], 'Kitchen': ['Dining table', 'Electric kettle'], 'Room Amenities': ['Fold-up bed'], 'Accessibility': ['Entire unit located on ground floor'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Cooking Class\n\n(additional charge)', 'Tour or Class About Local Culture\n\n(additional charge)', 'Bike Tours\n\n(additional charge)', 'Walking Tours', 'Cycling\n\nOff-site', 'Hiking\n\nOff-site\n(additional charge)', 'Bicycle Rental (additional charge)', 'Fishing\n\n(additional charge)'], 'Living Area': ['Dining area', 'Sitting area'], 'Media & Technology': ['Flat-screen TV', 'Satellite channels', 'TV'], 'Food & Drink': ['Fruit\n\n(additional charge)', 'Bottle of Water\n\n(additional charge)', 'Breakfast in the Room', 'Restaurant', 'Minibar', 'Tea/Coffee maker', 'Good Coffee!'], 'Internet': ['Free!\nWiFi is available in public areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Accessible Parking', 'Electric Vehicle Charging Station', 'Secured Parking'], 'Front Desk Services': ['Private Check-in/Check-out', 'Baggage Storage', 'Tour Desk', 'Currency Exchange', '24-Hour Front Desk'], 'Cleaning Services': ['Daily Housekeeping', 'Ironing Service\n\n(additional charge)', 'Laundry\n\n(additional charge)'], 'General': ['Shuttle Service', 'Airport Shuttle (additional charge)', 'Shuttle Service (additional charge)', 'Air Conditioning', 'Mosquito net', 'Wake-up service', 'Private entrance', 'Car Rental', 'Packed Lunches', 'Fan', 'Family Rooms', 'Ironing facilities', 'Non-smoking Rooms', 'Room Service']}","80.8020561933517,6.40519659795731,80.9041008319933,6.44511378689695",Hantara Udawalawa,"['Airport Shuttle', 'Non-smoking Rooms', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Tea/Coffee Maker in All Rooms', 'Excellent Breakfast', 'Airport Shuttle', 'Non-smoking Rooms', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Tea/Coffee Maker in All Rooms', 'Excellent Breakfast']","['6,155', '7,289', '9,719']",9.2,Wonderful,182 reviews,"Hantara Udawalawa has been welcoming Booking.com guests since Jul 11, 2017",1-star hotel,"https://www.booking.com/hotel/lk/hantara-udawalawa.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=e568452c54590013&srepoch=1536313818&highlighted_blocks=253669402_116750730_0_42_0&all_sr_blocks=253669402_116750730_0_42_0&room1=A,A&hpos=50&hapos=850&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX850&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=44.9#hotelTmpl"
9,"Prajashalawa Road, 97 1/2, Thibolketiya, Kolambage Ara,, 70200 Udawalawe, Sri Lanka","{'Bathroom': ['Walk-in Shower', 'Toilet paper', 'Linens', 'Towels', 'Bathtub or shower', 'Private bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower'], 'Bedroom': ['Wardrobe/Closet', 'Extra long beds (> 6.5 ft)'], 'View': ['Landmark view', 'Garden view', 'View'], 'Outdoors': ['Picnic Area', 'Outdoor Furniture', 'Outdoor dining area', 'Outdoor furniture', 'Barbecue', 'BBQ Facilities\n\n(additional charge)', 'Terrace', 'Garden'], 'Kitchen': ['Cleaning products', 'Refrigerator'], 'Accessibility': ['Lower Sink', 'Roll-in Shower', 'Entire unit wheelchair accessible', 'Entire unit located on ground floor'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Fishing'], 'Living Area': ['Dining area', 'Sitting area'], 'Media & Technology': ['iPod dock', 'Flat-screen TV', 'Cable channels', 'Satellite channels', 'Telephone', 'TV'], 'Food & Drink': ['Chocolate/Cookies\n\n(additional charge)', 'Fruit\n\n(additional charge)', 'Bottle of Water', 'Restaurant'], 'Internet': ['Free!\nWiFi is available in the hotel rooms and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Electric Vehicle Charging Station', 'Secured Parking'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)'], 'Front Desk Services': ['Private Check-in/Check-out', '24-Hour Front Desk'], 'Entertainment & Family Services': [""Kids' TV Networks""], 'Cleaning Services': ['Daily Housekeeping', 'Ironing Service\n\n(additional charge)', 'Dry Cleaning\n\n(additional charge)', 'Laundry\n\n(additional charge)'], 'General': ['Shuttle Service', 'Grocery Deliveries\n\n(additional charge)', 'Shared Lounge/TV Area', 'Airport Shuttle (additional charge)', 'Shuttle Service (additional charge)', 'Designated Smoking Area', 'Air Conditioning', 'All Spaces Non-Smoking (public and private)', 'Tile/Marble floor', 'Soundproof', 'Private entrance', 'Car Rental', 'Packed Lunches', 'Soundproof Rooms', 'Fan', 'Family Rooms', 'Ironing facilities', 'Non-smoking Rooms', 'Iron', 'Room Service'], 'Languages Spoken': ['Italian', 'English']}","80.7515308858274,6.3293500597344,80.8844339767825,6.44649250098865",Vimanra Udawalawa,"['Airport Shuttle', 'Non-smoking Rooms', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Breakfast', 'Airport Shuttle', 'Non-smoking Rooms', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Breakfast']","['4,859', '4,859', '4,859', '8,099']",9.7,Exceptional,7 reviews,"Vimanra Udawalawa has been welcoming Booking.com guests since Apr 9, 2018",,"https://www.booking.com/hotel/lk/vimanra-udawalawa.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&aer=1&srpvid=5cad452f337f01f1&srepoch=1536313824&highlighted_blocks=332087204_117187901_2_1_0&all_sr_blocks=332087204_117187901_2_1_0&room1=A,A&hpos=1&hapos=851&dest_type=city&dest_id=-2218946&srfid=4197cdda8b752e73d45640e84b7610c6378ec98dX851&from=searchresults
;highlight_room=;spdest=ci/-2218946;spdist=44.7#hotelTmpl"
