,HotelAddress,HotelDetailedFacilities,HotelGeoCoordinates,HotelName,HotelPopularFacilities,HotelPrices,HotelReviewScore,HotelReviewText,HotelReviews,HotelSince,HotelStars,URL
0,"Beach Road, 42000 Mullaittivu, Sri Lanka","{'Bathroom': ['Linens'], 'Outdoors': ['Outdoor Furniture', 'Sun Deck'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Beach'], 'Internet': ['Free!\nWiFi is available in public areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Secured Parking'], 'Services': ['Daily Housekeeping', 'Airport Shuttle (additional charge)', '24-Hour Front Desk'], 'General': ['Tile/Marble floor', 'Fan', 'Family Rooms']}","80.8128569461405,9.26033716494954,80.8267708065298,9.27668930246685",The White House,[],"['1,944', '2,754', '3,240']",8.8,Excellent,25 reviews,"The White House has been welcoming Booking.com guests since Dec 29, 2017",,"https://www.booking.com/hotel/lk/the-white-house-mullaitivu.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&srpvid=645446d11f4d0336&srepoch=1536314660&highlighted_blocks=296280905_113380108_0_1_0&all_sr_blocks=296280905_113380108_0_1_0&room1=A,A&hpos=3&hapos=3&dest_type=region&dest_id=6009&srfid=67212fd202240e5ad06584b1c26f1769113e5384X3&from=searchresults
;highlight_room=#hotelTmpl"
1,"Mathawalasinhakulam Mullaitivu, 42600 Tanniyuttu, Sri Lanka","{'Bathroom': ['Toilet paper', 'Linens', 'Towels', 'Additional bathroom', 'Bidet', 'Towels/Sheets (extra fee)', 'Guest bathroom', 'Bathtub or shower', 'Slippers', 'Shared toilet', 'Toilet', 'Free toiletries', 'Shared bathroom', 'Shower'], 'View': ['Landmark view', 'Garden view', 'Lake view', 'View'], 'Outdoors': ['Outdoor dining area', 'Outdoor furniture', 'Barbecue', 'Balcony', 'Terrace', 'Garden'], 'Kitchen': ['Dining table', 'Oven', 'Washing machine', 'Microwave', 'Refrigerator'], 'Room Amenities': ['Drying rack for clothing'], 'Health & Wellness Facilities': ['Beach Umbrellas', 'Beach Chairs/Loungers', 'Pool Towels'], 'Accessibility': ['Entire unit wheelchair accessible', 'Entire unit located on ground floor'], 'Pets': ['Free!\nPets are allowed. No extra charges.'], 'Activities': ['Live Sports Events (Broadcast)\n\n(additional charge)', 'Live Music/Performance\n\n(additional charge)', 'Cooking Class', 'Tour or Class About Local Culture', 'Bike Tours', 'Walking Tours', 'Badminton Equipment', 'Cycling'], 'Living Area': ['Dining area', 'Sofa', 'Fireplace', 'Sitting area'], 'Media & Technology': ['Flat-screen TV', 'Satellite channels', 'TV'], 'Food & Drink': ['Bar', 'Restaurant', 'Tea/Coffee maker'], 'Internet': ['No internet access available.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).'], 'General': ['Mosquito net', 'Laptop safe', 'Fan', 'Ironing facilities', 'Non-smoking Rooms', 'Iron', 'Safe']}","80.7641662412513,9.2140435834269,80.8006357587487,9.2499744165731",Lake View Park Mullaitivu,"['Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","['21,057']",,,,"Lake View Park Mullaitivu has been welcoming Booking.com guests since Jun 4, 2018",,"https://www.booking.com/hotel/lk/lake-view-park-mullaitivu.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&srpvid=645446d11f4d0336&srepoch=1536314660&highlighted_blocks=360021301_118603676_8_21_0&all_sr_blocks=360021301_118603676_8_21_0&room1=A,A&hpos=4&hapos=4&dest_type=region&dest_id=6009&srfid=67212fd202240e5ad06584b1c26f1769113e5384X4&from=searchresults
;highlight_room=#hotelTmpl"
2,"Asirvaasaa Complex St. Anthony's Road, Kovilkudiyiruppu, 42000 Mullaittivu, Sri Lanka","{'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).'], 'Internet': ['Free!\nWiFi is available in public areas and is free of charge.'], 'Kitchen': ['Dining table', 'Cleaning products', 'Electric kettle', 'Refrigerator'], 'Bedroom': ['Wardrobe/Closet'], 'Bathroom': ['Towels/Sheets (extra fee)', 'Shower', 'Walk-in Shower', 'Toilet paper', 'Linens', 'Guest bathroom', 'Bathtub or shower', 'Private bathroom', 'Toilet'], 'Living Area': ['Sofa', 'Sitting area'], 'Media & Technology': ['Flat-screen TV', 'Cable channels'], 'Room Amenities': ['Soundproof', 'Fan', 'Drying rack for clothing', 'Tile/Marble floor', 'Ironing facilities'], 'Pets': ['Pets are not allowed.'], 'Accessibility': ['Entire unit located on ground floor'], 'Outdoors': ['Beachfront', 'Terrace', 'Garden'], 'Activities': ['Beach'], 'Building Characteristics': ['Detached'], 'Outdoor & View': ['Garden view', 'View'], 'Cleaning Services': ['Daily Housekeeping\n\n(additional charge)'], 'Miscellaneous': ['Air Conditioning', 'Non-smoking Rooms']}","80.7935492023154,9.25802504302801,80.8300232813434,9.29395587617421",Asirvaasa Complex,[],"['8,099']",8.8,,,"Asirvaasa Complex has been welcoming Booking.com guests since Mar 18, 2017",,"https://www.booking.com/hotel/lk/bridget-maria-antony.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&srpvid=645446d11f4d0336&srepoch=1536314660&highlighted_blocks=224529501_98799159_6_0_0&all_sr_blocks=224529501_98799159_6_0_0&room1=A,A&hpos=5&hapos=5&dest_type=region&dest_id=6009&srfid=67212fd202240e5ad06584b1c26f1769113e5384X5&from=searchresults
;highlight_room=#hotelTmpl"
3,"Kovilkudiyiruppu , Mullaitivu, 42000 Mullaittivu, Sri Lanka","{'Outdoors': ['Outdoor Furniture', 'Beachfront', 'Sun Deck', 'Private Beach Area', 'BBQ Facilities\n\n(additional charge)', 'Garden'], 'Pool and Spa': ['Swimming Pool', 'Beach Umbrellas', 'Beach Chairs/Loungers', 'Pool Bar', 'Pool Towels', 'Pool With View', 'Waterslide', 'Open-air Bath', 'Outdoor Pool (all year)', 'Outdoor Pool'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Beach', 'Water Sports Facilities (on site)\n\n(additional charge)', 'Fishing\n\n(additional charge)'], 'Food & Drink': ['Fruit\n\n(additional charge)', 'Bottle of Water\n\n(additional charge)', ""Kids' Meals\n\n(additional charge)"", 'Special Diet Meals (upon request)', 'Breakfast in the Room', 'Restaurant'], 'Internet': ['Free!\nWiFi is available in public areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Accessible Parking', 'Street Parking', 'Secured Parking'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)'], 'Front Desk Services': ['Concierge Service', 'Baggage Storage', 'Ticket Service', 'Tour Desk', '24-Hour Front Desk'], 'Cleaning Services': ['Daily Housekeeping', 'Ironing Service\n\n(additional charge)', 'Laundry\n\n(additional charge)'], 'General': ['Shuttle Service', 'Shared Lounge/TV Area', 'Airport Shuttle (additional charge)', 'Shuttle Service (additional charge)', 'Air Conditioning', 'Car Rental', 'Packed Lunches', 'Family Rooms', 'Non-smoking Rooms', 'Room Service']}","80.812105641778,9.2685132337082,80.8198138763352,9.2848653712255",Ocean Park Resort,[],"['10,529', '10,529', '12,149', '15,388', '17,008', '12,149', '17,818', '13,768']",7.8,Good,8 reviews,"Ocean Park Resort has been welcoming Booking.com guests since Mar 10, 2017",,"https://www.booking.com/hotel/lk/ocean-park-resort.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&srpvid=645446d11f4d0336&srepoch=1536314660&highlighted_blocks=222274707_123291880_2_1_0&all_sr_blocks=222274707_123291880_2_1_0&room1=A,A&hpos=6&hapos=6&dest_type=region&dest_id=6009&srfid=67212fd202240e5ad06584b1c26f1769113e5384X6&from=searchresults
;highlight_room=#hotelTmpl"
4,"No 6/A Badulla road, Ranasinghe Mawatha , Nuwara Eliya, 22200 Nuwara Eliya, Sri Lanka","{'Bathroom': ['Toilet paper', 'Towels', 'Bidet', 'Towels/Sheets (extra fee)', 'Guest bathroom', 'Bathtub or shower', 'Private bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower'], 'Bedroom': ['Wardrobe/Closet'], 'View': ['Mountain view'], 'Outdoors': ['Outdoor dining area', 'Outdoor furniture', 'BBQ Facilities', 'Balcony', 'Garden'], 'Kitchen': ['Cleaning products', 'Electric kettle'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Horseback Riding', 'Cycling', 'Hiking', 'Bicycle Rental (additional charge)', 'Golf Course (within 2 miles)'], 'Living Area': ['Dining area', 'Sofa', 'Sitting area'], 'Media & Technology': ['Flat-screen TV', 'Cable channels', 'TV'], 'Food & Drink': ['Fruit\n\n(additional charge)', 'Bottle of Water', 'Special Diet Meals (upon request)', 'Snack Bar', 'Breakfast in the Room', 'Restaurant', 'Good Coffee!'], 'Internet': ['Free!\nWiFi is available in all areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Secured Parking'], 'Front Desk Services': ['Private Check-in/Check-out', 'Baggage Storage', 'Tour Desk', 'Currency Exchange', 'Express Check-in/Check-out', '24-Hour Front Desk'], 'Entertainment & Family Services': [""Kids' TV Networks""], 'Cleaning Services': ['Daily Housekeeping', 'Suit Press', 'Ironing Service\n\n(additional charge)', 'Laundry\n\n(additional charge)'], 'General': ['Shuttle Service', 'Grocery Deliveries', 'Shared Lounge/TV Area', 'Airport Shuttle (additional charge)', 'Shuttle Service (additional charge)', 'Designated Smoking Area', 'All Spaces Non-Smoking (public and private)', 'Wake-up service', 'Heating', 'Soundproof', 'Car Rental', 'Packed Lunches', 'Family Rooms', 'Suit press', 'Non-smoking Rooms', 'Newspapers', 'Room Service'], 'Languages Spoken': ['English', 'Arabic']}","80.7458617351949,6.9198211392268,80.7855413295329,7.00722092706732",La Cottage Boutique Hotel & Restuarant,"['Airport Shuttle', 'Free Parking', 'Non-smoking Rooms', 'Room Service', 'Family Rooms', 'Good Breakfast', 'Airport Shuttle', 'Free Parking', 'Non-smoking Rooms', 'Room Service', 'Family Rooms', 'Good Breakfast']","['9,111', '7,897', '7,370', '8,504']",7.1,Good,386 reviews,"La Cottage Boutique Hotel & Restuarant has been welcoming Booking.com guests since Dec 30, 2014",4-star hotel,"https://www.booking.com/hotel/lk/la-cottage-boutique-amp-restuarant.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&srpvid=454246d6fb8300d8&srepoch=1536314670&highlighted_blocks=126992106_106240396_2_41_0&all_sr_blocks=126992106_106240396_2_41_0&room1=A,A&hpos=1&hapos=1&dest_type=city&dest_id=-2231099&dotd_fb=1&srfid=1ae1b99b3fb6f61803c68dc6a0af965f05b99c9dX1&from=searchresults
;highlight_room=;sr_dotd=1#hotelTmpl"
5,"17/1  grand hotel road, 22200 Nuwara Eliya, Sri Lanka","{'Bathroom': ['Toilet paper', 'Towels', 'Slippers', 'Private bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower'], 'View': ['City view'], 'Outdoors': ['Garden'], 'Kitchen': ['Cleaning products', 'Electric kettle'], 'Room Amenities': ['Drying rack for clothing'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Water Park\n\n(additional charge)', 'Horseback Riding\n\n(additional charge)', 'Hiking\n\n(additional charge)', 'Golf Course (within 2 miles)\n\n(additional charge)'], 'Living Area': ['Dining area', 'Sofa'], 'Food & Drink': ['Restaurant', 'Good Coffee!'], 'Internet': ['Free!\nWiFi is available in all areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).'], 'Services': ['Daily Housekeeping', 'Airport Shuttle (additional charge)', 'Baggage Storage', 'Wake-up service', '24-Hour Front Desk'], 'Entertainment & Family Services': ['Board games/puzzles'], 'General': ['Soundproof', 'Family Rooms'], 'Languages Spoken': ['Chinese', 'English']}","80.733582265384,6.96059174464614,80.7940710711409,6.97550285173208",UYOU Ceylon Guest House,"['Airport Shuttle', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Restaurant', 'Good Breakfast', 'Airport Shuttle', 'Free Parking', 'Free WiFi', 'Family Rooms', 'Restaurant', 'Good Breakfast']","['7,613', '8,909']",8.7,Excellent,788 reviews,"UYOU Ceylon Guest House has been welcoming Booking.com guests since Sept 1, 2017",,"https://www.booking.com/hotel/lk/uyou-ceylon-guesthouse.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&srpvid=454246d6fb8300d8&srepoch=1536314670&highlighted_blocks=262393503_106351985_0_0_0&all_sr_blocks=262393503_106351985_0_0_0&room1=A,A&hpos=2&hapos=2&dest_type=city&dest_id=-2231099&srfid=1ae1b99b3fb6f61803c68dc6a0af965f05b99c9dX2&from=searchresults
;highlight_room=#hotelTmpl"
6,"11 Upper Lake Road Nuwara eliya, 22200 Nuwara Eliya, Sri Lanka","{'Outdoors': ['Outdoor Furniture', 'BBQ Facilities\n\n(additional charge)', 'Terrace', 'Garden'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Cooking Class\n\n(additional charge)', 'Tour or Class About Local Culture\n\n(additional charge)', 'Happy Hour\n\n(additional charge)', 'Mini Golf\n\n(additional charge)', 'Horseback Riding\n\n(additional charge)', 'Hiking\n\nOff-site\n(additional charge)', 'Canoeing\n\nOff-site\n(additional charge)', 'Bicycle Rental (additional charge)', 'Darts', 'Golf Course (within 2 miles)\n\n(additional charge)'], 'Food & Drink': ['Chocolate/Cookies\n\n(additional charge)', 'Fruit\n\n(additional charge)', 'Bottle of Water\n\n(additional charge)', 'Wine/Champagne\n\n(additional charge)', 'Kid-Friendly Buffet', ""Kids' Meals\n\n(additional charge)"", 'Special Diet Meals (upon request)', 'Breakfast in the Room', 'Bar', 'Restaurant'], 'Internet': ['Free!\nWiFi is available in all areas and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Accessible Parking', 'Parking Garage', 'Street Parking', 'Secured Parking'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)', 'Public Transportation Tickets\n\n(additional charge)'], 'Front Desk Services': ['Private Check-in/Check-out', 'Concierge Service', 'Baggage Storage', 'Ticket Service', 'Tour Desk', 'Currency Exchange', 'Express Check-in/Check-out', '24-Hour Front Desk'], 'Entertainment & Family Services': ['Books, DVDs, Music for Kids', 'Board Games/Puzzles'], 'Cleaning Services': ['Suit Press\n\n(additional charge)', 'Shoeshine', 'Ironing Service\n\n(additional charge)', 'Dry Cleaning\n\n(additional charge)'], 'Business Facilities': ['Fax/Photocopying\n\n(additional charge)'], 'General': ['Shuttle Service', 'Shared Lounge/TV Area', 'Airport Shuttle (additional charge)', 'Shuttle Service (additional charge)', 'Heating', 'Car Rental', 'Packed Lunches', 'Safe', 'VIP Room Facilities', 'Family Rooms', 'Non-smoking Rooms', 'Newspapers\n\n(additional charge)', 'Room Service']}","80.7107235537643,6.94181249026333,80.8337384462357,6.99125750973667",Seasons Villa - Nuwara Eliya,"['Airport Shuttle', 'Free Parking', 'Non-smoking Rooms', 'Room Service', 'Family Rooms', 'Bar', 'Parking', 'WiFi', 'Airport Shuttle', 'Parking', 'WiFi', 'Airport Shuttle', 'Parking', 'WiFi', 'Parking', 'WiFi', 'Airport Shuttle', 'Airport Shuttle', 'Free Parking', 'Non-smoking Rooms', 'Room Service', 'Family Rooms', 'Bar']",[],8.1,Very Good,55 reviews,"Seasons Villa - Nuwara Eliya has been welcoming Booking.com guests since Mar 16, 2018",,"https://www.booking.com/hotel/lk/seasons-villa-nuwara-eliya.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&soh=1&srpvid=454246d6fb8300d8&srepoch=1536314670&highlighted_blocks=&all_sr_blocks=&room1=A,A&soldout=0,0&hpos=3&hapos=3&dest_type=city&dest_id=-2231099&srfid=1ae1b99b3fb6f61803c68dc6a0af965f05b99c9dX3&from=searchresults
;highlight_room=#no_availability_msg"
7,"The Tea Factory Kandapola, Nuwara Eliya Sri Lanka., 22220 Nuwara Eliya, Sri Lanka","{'Bathroom': ['Toilet paper', 'Linens', 'Towels', 'Bathtub or shower', 'Slippers', 'Private bathroom', 'Toilet', 'Free toiletries', 'Bathrobe', 'Hairdryer', 'Bathtub', 'Shower'], 'Bedroom': ['Wardrobe/Closet'], 'View': ['City view', 'Mountain view', 'Garden view', 'View'], 'Outdoors': ['Picnic Area', 'Outdoor Furniture', 'Terrace', 'Garden'], 'Kitchen': ['Dining table', 'Dryer', 'Electric kettle'], 'Health & Wellness Facilities': ['Fitness', 'Spa/Wellness Packages', 'Foot Bath', 'Spa Lounge/Relaxation Area', 'Spa Facilities', 'Turkish/Steam Bath\n\n(additional charge)', 'Massage\n\n(additional charge)', 'Spa\n\n(additional charge)', 'Fitness Center'], 'Accessibility': ['Upper floors accessible by elevator'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Evening Entertainment', 'Mini Golf\n\n(additional charge)', 'Hiking\n\n(additional charge)', 'Library', 'Pool Table', 'Playground', 'Golf Course (within 2 miles)\n\n(additional charge)'], 'Living Area': ['Dining area'], 'Media & Technology': ['Flat-screen TV', 'Satellite channels', 'Telephone', 'TV'], 'Food & Drink': ['Bottle of Water', 'Wine/Champagne\n\n(additional charge)', 'Kid-Friendly Buffet', 'Special Diet Meals (upon request)', 'Breakfast in the Room', 'Bar', 'Restaurant', 'Minibar', 'Tea/Coffee maker', 'Good Coffee!'], 'Internet': ['Free!\nWiFi is available in the hotel rooms and is free of charge.'], 'Parking': ['Free!\nFree private parking is available  on site (reservation is not needed).', 'Accessible Parking', 'Parking Garage', 'Secured Parking'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)'], 'Front Desk Services': ['Lockers', 'Concierge Service', 'Tour Desk', 'Currency Exchange', '24-Hour Front Desk'], 'Entertainment & Family Services': ['Books, DVDs, Music for Kids', 'Board Games/Puzzles', 'Babysitting/Child Services\n\n(additional charge)'], 'Cleaning Services': ['Daily Housekeeping', 'Suit Press\n\n(additional charge)', 'Ironing Service\n\n(additional charge)', 'Dry Cleaning\n\n(additional charge)', 'Laundry\n\n(additional charge)'], 'General': ['Shuttle Service', 'Airport Shuttle (additional charge)', 'Shuttle Service (additional charge)', 'Designated Smoking Area', 'All Spaces Non-Smoking (public and private)', 'Wake-up service', 'Hardwood/Parquet floors', 'Heating', 'Car Rental', 'Packed Lunches', 'Souvenir/Gift Shop', 'Safe', 'Elevator', 'Fan', 'Ironing facilities', 'Non-smoking Rooms', 'Newspapers', 'Safe', 'Room Service']}","80.7602351903915,6.96452226983361,80.9072417020798,7.01799274963972",Heritance Tea Factory,"['Airport Shuttle', 'Free Parking', 'Non-smoking Rooms', 'Room Service', 'Spa', 'good Fitness Center', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast', 'Airport Shuttle', 'Free Parking', 'Non-smoking Rooms', 'Room Service', 'Spa', 'good Fitness Center', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast']","['20,863', '26,046', '26,079', '32,526', '32,558', '39,005', '40,657', '48,756', '17,734', '22,139', '22,167', '27,647', '27,674', '33,154', '34,558', '41,443', '20,863', '26,046', '26,079', '32,526', '32,558', '39,005', '40,657', '48,756', '17,734', '22,139', '22,167', '27,647', '27,674', '33,154', '34,558', '41,443', '26,046', '31,230', '32,558', '37,709', '39,037', '44,188', '47,136', '55,235']",8.6,Excellent,736 reviews,"Heritance Tea Factory has been welcoming Booking.com guests since Aug 4, 2010",5-star hotel,"https://www.booking.com/hotel/lk/heritance-tea-factory.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&srpvid=454246d6fb8300d8&srepoch=1536314670&highlighted_blocks=25429604_100957344_2_42_0&all_sr_blocks=25429604_100957344_2_42_0&room1=A,A&hpos=4&hapos=4&dest_type=city&dest_id=-2231099&srfid=1ae1b99b3fb6f61803c68dc6a0af965f05b99c9dX4&from=searchresults
;highlight_room=#hotelTmpl"
8,"124/1 Badulla road nuwara eliya, 22200 Nuwara Eliya, Sri Lanka","{'Bathroom': ['Toilet paper', 'Linens', 'Towels', 'Bidet', 'Towels/Sheets (extra fee)', 'Bathtub or shower', 'Private bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower'], 'Outdoors': ['Outdoor Fireplace', 'Outdoor Furniture', 'BBQ Facilities\n\n(additional charge)', 'Garden'], 'Kitchen': ['Electric kettle', 'Refrigerator'], 'Services & Extras': ['Tickets to Attractions or Shows\n\n(additional charge)'], 'Pets': ['Pets are not allowed.'], 'Activities': ['Happy Hour\n\n(additional charge)', 'Themed Dinner Nights\n\n(additional charge)', 'Bike Tours\n\n(additional charge)', 'Horseback Riding\n\nOff-site\n(additional charge)', 'Cycling', 'Hiking\n\n(additional charge)', 'Bicycle Rental (additional charge)', 'Pool Table', 'Golf Course (within 2 miles)\n\n(additional charge)'], 'Media & Technology': ['Flat-screen TV', 'Cable channels', 'Satellite channels', 'Telephone', 'TV'], 'Food & Drink': ['On-site Coffee Shop', 'Fruit\n\n(additional charge)', 'Bottle of Water\n\n(additional charge)', ""Kids' Meals\n\n(additional charge)"", 'Breakfast in the Room', 'Restaurant', 'Tea/Coffee maker'], 'Internet': ['Free!\nWiFi is available in all areas and is free of charge.'], 'Parking': ['Free!\nFree public parking is available  on site (reservation is not needed).', 'Secured Parking'], 'Transportation': ['Airport Drop-off\n\n(additional charge)', 'Airport Pickup\n\n(additional charge)'], 'Front Desk Services': ['Private Check-in/Check-out', 'Tour Desk', 'Currency Exchange', 'Express Check-in/Check-out'], 'Entertainment & Family Services': [""Kids' TV Networks"", 'Babysitting/Child Services'], 'Cleaning Services': ['Daily Housekeeping', 'Ironing Service', 'Laundry\n\n(additional charge)'], 'Business Facilities': ['Fax/Photocopying\n\n(additional charge)'], 'General': ['Airport Shuttle (additional charge)', 'Designated Smoking Area', 'Shops (on site)', 'Wake-up service', 'Hardwood/Parquet floors', 'Heating', 'Soundproof', 'Private entrance', 'Car Rental', 'Soundproof Rooms', 'Souvenir/Gift Shop', 'Safe', 'Honeymoon Suite', 'VIP Room Facilities', 'Family Rooms', 'Non-smoking Rooms', 'Newspapers\n\n(additional charge)', 'Safe', 'Room Service'], 'Languages Spoken': ['English', 'Arabic']}","80.6995528936386,6.90536529915074,80.8337384462357,7.02367924051648",Queenswood Cottage,"['Airport Shuttle', 'Free Parking', 'Non-smoking Rooms', 'Room Service', 'Family Rooms', 'Free WiFi', 'Tea/Coffee Maker in All Rooms', 'Good Breakfast', 'Airport Shuttle', 'Free Parking', 'Non-smoking Rooms', 'Room Service', 'Family Rooms', 'Free WiFi', 'Tea/Coffee Maker in All Rooms', 'Good Breakfast']","['20,264', '31,343', '33,530', '35,717', '33,530', '35,717', '37,903', '40,819', '43,735', '43,735', '42,277', '20,993', '23,179']",8.3,Very Good,495 reviews,"Queenswood Cottage has been welcoming Booking.com guests since Jan 28, 2014",5-star hotel,"https://www.booking.com/hotel/lk/queenswood-cottage.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGiFAYgBAZgBMcIBCndpbmRvd3MgMTDIAQzYAQHoAQH4AQKSAgF5qAID&sid=9d4d138ceaaba87ce66cde5fcb5e002b&checkin=2018-10-03&checkout=2018-10-04&ucfs=1&srpvid=454246d6fb8300d8&srepoch=1536314670&highlighted_blocks=86361340_107662971_2_41_0&all_sr_blocks=86361340_107662971_2_41_0&room1=A,A&hpos=5&hapos=5&dest_type=city&dest_id=-2231099&srfid=1ae1b99b3fb6f61803c68dc6a0af965f05b99c9dX5&from=searchresults
;highlight_room=#hotelTmpl"
